MOVIES,Year,RATING,VOTES,RunTime,Gross_Clean,GENRE,ONE-LINE,Director_Clean,Stars_Clean,Type,Status
Mother!,2017.0,6.6,201141.0,121.0,17800000.0,"Drama, Horror, Mystery","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer",Movie,Released
Mother: Mazâ,2020.0,6.8,2098.0,126.0,NaN,"Drama, Thriller","Akiko (Masami Nagasawa) is a single mother and her son is Shuhei (Sho Gunji). Akiko casually has sex with other men, including Ryo (Sadao Abe). Akiko is the only person whom Shuhei can rely on. One day, Shuhei makes a shocking decision.",Tatsushi Ohmori,"Masami Nagasawa, Sadao Abe, Halo Asada, Sho Gunji",Movie,Released
Motown Magic,2018.0,7.7,268.0,15.0,NaN,"Animation, Comedy, Family","Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush and the classic sounds of Motown.",NaN,"Avia Fields, Marissa Buccianti, Monie Mon, Betsy Kenney",Series,Ongoing
Move,2020.0,7.6,91.0,NaN,NaN,Documentary,Discover the brilliant dancers and choreographers who are shaping the art of movement around the world in this documentary series.,NaN,,Series,Ongoing
Move to Heaven,2021.0,8.75,1357.0,60.0,NaN,Drama,"A factory intern's fatal injury brings Han Jeong-u and Han Geu-Ru to his room, where his goals for the future and love for his parents come into view.",NaN,"Lee Jehoon, Olivia Castanho, Tang Joon-sang, Jin-hee Ji",Series,Ongoing
Moving Art,2014.0,8.7,367.0,25.0,NaN,Documentary,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",NaN,,Series,Ended
Moving Art: Deserts,2014.0,8.5,150.0,25.0,NaN,"Documentary, Short","Filmmaker Louie Schwartzberg takes viewers to the scenic Four Corners region of America, where the night stars shine as brightly as the day's sun.",Louie Schwartzberg,,Movie,Released
Moving Art: Flowers,2014.0,8.4,203.0,25.0,NaN,"Documentary, Short","Celebrated filmmaker Louie Schwartzberg takes viewers on an enchanting journey, unveiling the mysteries and wonders of the natural world as elegant flowers come to life through his stunning time-lapse cinematography.",Louie Schwartzberg,,Movie,Released
Moving Art: Forests,2014.0,8.3,197.0,25.0,NaN,"Documentary, Short",Viewers will marvel at the majesty of nature's gentle giants as filmmaker Louie Schwartzberg journeys to the Redwood Coast and Olympic National Park.,Louie Schwartzberg,,Movie,Released
Moving Art: Underwater,2015.0,8.6,125.0,26.0,NaN,"Documentary, Short","The wonder, mystery and majesty of the ocean's creatures. An underwater, cinematic odyssey of the depts.",Howard Hall,,Movie,Released
Moving Art: Waterfalls,2015.0,8.2,90.0,25.0,NaN,"Documentary, Short",This collection of short nature films from Louie Schwartzberg depicts the world's most dazzlingly beautiful waterfalls.,Louie Schwartzberg,,Movie,Released
Moving Art: Whales and Dolphins,2017.0,8.4,7.0,NaN,NaN,Documentary,NaN,Howard Hall,,Movie,Released
Mowgli,2018.0,6.5,58420.0,104.0,NaN,"Adventure, Drama, Fantasy","A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.",Andy Serkis,"Christian Bale, Cate Blanchett, Benedict Cumberbatch, Naomie Harris",Movie,Released
Moxie,2021.0,6.7,20638.0,111.0,NaN,"Comedy, Drama, Music","Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",Amy Poehler,"Hadley Robinson, Lauren Tsai, Alycia Pascual-Pena, Nico Hiraga",Movie,Released
Mr. Angel,2013.0,6.6,298.0,68.0,NaN,"Documentary, Biography",NaN,Dan Hunt,"Lux Alptraum, Buck Angel, Elayne Angel, Tyra Banks",Movie,Released
Mr. D: Southland to Japan,2006.0,NaN,0.0,NaN,NaN,Documentary,NaN,Mark Landre Gould,,Movie,Released
Mr. Harrigan's Phone,NaN,NaN,0.0,NaN,NaN,Horror,"When Mr. Harrigan dies, the teen who befriended and did odd jobs for him, puts his smart phone in his pocket before burial and when the lonely youth leaves his dead friend a message, he is shocked to get a return text.",John Lee Hancock,,Movie,Released
Mr. Iglesias,2019.0,7.33,941.43,28.0,NaN,Comedy,Mr. Iglesias gives his class a college prep pep talk that backfires so spectacularly he begins to question his own career path.,Andy Cadiff,"Gabriel Iglesias, Sherri Shepherd, Jacob Vargas, Maggie Geha",Series,Ended
Mr. Peabody & Sherman: A Journey WABAC,2014.0,7.7,106.0,NaN,NaN,"Documentary, Short, Family",Go WABAC in time to 1959 for a look at the groundbreaking cartoon Peabody's Improbable History and get a sneak peek at the film Mr. Peabody & Sherman.,NaN,"Ty Burrell, Max Charles, Stephen Colbert, Leslie Mann",Movie,Released
Mr. Roosevelt,2017.0,6.3,3033.0,90.0,NaN,Comedy,"After a loved one falls ill, 25 year old struggling comedian Emily Martin returns to her college town of Austin, Texas and must come to terms with her past while staying with her ex-boyfriend and his new girlfriend.",Noël Wells,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda",Movie,Released
Mrs. Serial Killer,2020.0,4.8,13494.0,106.0,NaN,"Crime, Drama, Thriller","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan",Movie,Released
Mubeop Byeonhosa,2018.0,7.6,1001.0,60.0,NaN,"Action, Drama, Thriller",NaN,NaN,"Lee Joon-Gi, Seo Ye-Ji, Lee Hye-yeong, Min-su Choi",Movie,Released
Much Loved,2015.0,6.2,2535.0,104.0,NaN,Drama,A group of women in Morocco make a living as prostitutes in a culture that is very unforgiving toward women in that profession.,Nabil Ayouch,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara Elhamdi Elalaoui",Movie,Released
Mucho Mucho Amor: The Legend of Walter Mercado,2020.0,7.3,2941.0,96.0,NaN,Documentary,"Every day for decades, Walter Mercado — the iconic, gender non-conforming astrologer — mesmerized 120 million Latino viewers with his extravagance and positivity.","Cristina Costantini, Kareem Tabsch","Walter Mercado, Willy Acosta, Lin-Manuel Miranda, Raul de Molina",Movie,Released
Mudbloods,2014.0,6.7,256.0,89.0,NaN,"Documentary, Sport",Follows the resilient underdogs of the UCLA Quidditch team as they help transform Harry Potter's fictional sport into a real-life phenomenon and make their way to the Fifth Annual Quidditch World Cup in New York City.,Farzad Sangari,"Niran Somasundaram, Kathryn Henzler",Movie,Released
Mudbound,2017.0,7.4,45231.0,134.0,NaN,"Drama, War","Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",Dee Rees,"Jason Mitchell, Carey Mulligan, Jason Clarke, Mary J. Blige",Movie,Released
Mugen no jûnin,2017.0,6.8,16248.0,140.0,150000.0,"Action, Drama, Fantasy","Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.",Takashi Miike,"Takuya Kimura, Hana Sugisaki, Sôta Fukushi, Hayato Ichihara",Movie,Released
Mujeres Arriba,2020.0,3.8,427.0,100.0,NaN,Comedy,Mujeres Arriba is a romantic comedy that tells the journey of three friends who are looking for a more entertaining and fiery sexuality with their respective partners.,Andres Feddersen,"Loretto Bernal, Natalia Valdebenito, Alison Mandel, Matías Assler",Movie,Released
Mulligan,NaN,NaN,0.0,NaN,NaN,"Animation, Comedy, Sci-Fi",NaN,NaN,,Movie,Released
Munafik 2,2018.0,6.1,1572.0,104.0,NaN,Horror,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.",Syamsul Yusof,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Fizz Fairuz",Movie,Released
Munich: The Edge of War,2021.0,NaN,0.0,NaN,NaN,"Biography, Drama, History","A British diplomat travels to Munich in the run-up to World War II, where a former classmate of his from Oxford is also en route, but is working for the German government.",Christian Schwochow,"Jessica Brown Findlay, Jeremy Irons, George MacKay, Alex Jennings",Movie,Released
Muqaddar Ka Faisla,1987.0,4.8,55.0,171.0,NaN,"Action, Comedy, Drama",NaN,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Ambani",Movie,Released
Murder Among the Mormons,2021.0,7.18,1398.0,80.0,NaN,"Documentary, Crime, History",High-stakes exploits turn deadly - and shake a global church to its core - in the extraordinary true crime story.,"Jared Hess, Tyler Measom","Dorie Hofmann Olds, Shannon Flynn, Brent Metcalfe, Richard Turley",Movie,Released
Murder Mountain,2018.0,6.9,2771.0,43.0,NaN,"Documentary, Crime","What happens when California dreaming becomes a nightmare? When people head to Humboldt County, California in search of quick riches in the form of marijuana.",NaN,"Billy Honsal, Braden Brawner, Mike Downey, John Gordon",Movie,Released
Murder Mystery,2019.0,6.0,110725.0,97.0,NaN,"Action, Comedy, Crime","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp",Movie,Released
Murder on the Social Network,2011.0,5.4,15.0,46.0,NaN,"Documentary, Crime",NaN,Darrell Brown,"Paul Loughran, Mike Berry, Jan Wynne-Jones, Lisa Wynne-Jones",Movie,Released
Murder to Mercy: The Cyntoia Brown Story,2020.0,6.4,2395.0,96.0,NaN,Documentary,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",Daniel H. Birman,,Movie,Released
"Murder, She Wrote",1984.0,7.0,20330.0,50.0,NaN,"Crime, Drama, Mystery","Professional writer and amateur sleuth Jessica Fletcher uses her intellect, charm, and persistence to get to the bottom of every crime she encounters.",NaN,"Angela Lansbury, William Windom, Ron Masak, Louis Herthum",Series,Ended
Murdoch Mysteries,2008.0,8.1,11437.0,48.0,NaN,"Crime, Drama, Mystery","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.",NaN,"Yannick Bisson, Helene Joy, Thomas Craig, Jonny Harris",Series,Ongoing
Musarañas,2014.0,6.7,6598.0,91.0,NaN,"Drama, Horror, Thriller",1950s Madrid: The agoraphobic Montse raised her now 18 y.o. kid sister. The upstairs neighbor falls down the stairs and breaks a leg. The crazy Montse takes him in.,"Juanfer Andrés, Esteban Roel","Macarena Gómez, Nadia de Santiago, Hugo Silva, Luis Tosar",Movie,Released
Muscle Shoals,2013.0,7.8,3695.0,111.0,700000.0,"Documentary, Biography, History","A documentary that celebrates Rick Hall, the founder of FAME Studios in Muscle Shoals, Alabama, and the signature sound he developed in songs such as ""I'll Take You There"", ""Brown Sugar"", and ""When a Man Loves a Woman"".",Greg 'Freddy' Camalier,"Rick Hall, Aretha Franklin, Keith Richards, Candi Staton",Movie,Released
Mushikago no Cagaster,2020.0,6.2,527.0,29.0,NaN,"Animation, Action, Drama",Insects that eat people. A girl with secrets in her past. A young exterminator who's almost too good at his job.,NaN,"Aleks Le, Todd Haberkorn, Ryan Bartley, Kim Strauss",Movie,Released
Music Teacher,2019.0,6.3,616.0,101.0,NaN,"Drama, Romance",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,Sarthak Dasgupta,"Amrita Bagchi, Divya Dutta, Neena Gupta, Manav Kaul",Movie,Released
Music for Mandela,2013.0,6.3,25.0,82.0,NaN,Documentary,Music for Mandela explores the role music played in the remarkable life of one of the world's most important icons. The effects of this relationship continue to ripple through the poorest South African townships as well as the world stage.,Jason Bourque,"Nelson Mandela, Rob Allingham, Eddie Daniels, Estelle",Movie,Released
Mutants,2009.0,5.6,4007.0,95.0,NaN,"Drama, Horror, Sci-Fi","In the middle of a zombie apocalypse, a resourceful couple hides out in an isolated abandoned building. The woman is pregnant and the man is infected, slowly transforming into the kind of inhuman monster they are trying to escape.",David Morlet,"Hélène de Fougerolles, Francis Renaud, Dida Diafat, Marie-Sohna Condé",Movie,Released
Mute,2018.0,5.5,32496.0,126.0,NaN,"Mystery, Sci-Fi, Thriller",A mute bartender goes up against his city's gangsters in an effort to find out what happened to his missing partner.,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter",Movie,Released
My Amanda,2021.0,5.7,214.0,89.0,NaN,"Drama, Romance","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.",Alessandra de Rossi,"Alessandra de Rossi, Piolo Pascual",Movie,Released
My Babysitter's a Vampire,2011.0,7.1,3986.0,22.0,NaN,"Action, Comedy, Fantasy","Ethan Morgan, his half-vampire babysitter and pals battle against creatures from their nightmares.",NaN,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy",Series,Ended
My Beautiful Broken Brain,2014.0,7.1,2146.0,86.0,NaN,"Documentary, Biography","After suffering a stroke at age 34, a woman documents her struggles, setbacks and eventual breakthrough as she relearns to speak, read and write.","Sophie Robinson, Lotje Sodderland","David Lynch, Sophie Robinson, Hente Sodderland, Jan Sodderland",Movie,Released
My Brother Jesus,2021.0,NaN,0.0,14.0,NaN,"Documentary, Short","After an unorthodox painting of Jesus goes viral, the artist and his muse discuss its significance in the wake of BLM protests in Richmond, Virginia.",Jarrett Lee Conaway,"Steven Conaway, Alex Nyerges, Stanley Rayfield",Movie,Released
My Christmas Inn,2018.0,5.6,1944.0,100.0,NaN,"Comedy, Drama, Romance",A big city advertising executive inherits her great-aunt's inn and heads to the small Alaskan town where it's located to get it ready for sale.,Peter Sullivan,"Tia Mowry-Hardrict, Rob Mayes, Jackée Harry, Tim Reid",Movie,Released
My Dad the Bounty Hunter,NaN,NaN,0.0,NaN,NaN,"Animation, Action, Adventure",Follows two children as they discover that their father is the toughest bounty hunter in all the galaxy when they accidentally hitch a ride into space.,NaN,"Devin Bright, Yvette Nicole Brown, Priah Ferguson, Russell Hornsby",Movie,Released
"My Dearest, Like a Cherry Blossom",NaN,NaN,0.0,NaN,NaN,"Drama, Romance",NaN,Yoshihiro Fukagawa,"Kento Nakajima, Honoka Matsumoto",Movie,Released
My Fair Wedding,2008.0,6.6,223.0,60.0,NaN,Reality-TV,NaN,NaN,"David Tutera, Sarah Lafleur, Ashley Ready, Cynthia Pinot",Series,Ongoing
My Father's Dragon,2022.0,NaN,0.0,NaN,NaN,"Animation, Adventure, Comedy",Elmer Elevator searches for a captive Dragon on Wild Island and finds much more than he could ever have anticipated.,Nora Twomey,,Movie,Released
My First Day,2001.0,NaN,0.0,30.0,NaN,"Short, Family",NaN,John P. Aguirre,"Arturo Gil, Michael Munoz, Farah Bunch, Erin Ehrlich",Movie,Released
My First First Love,2019.0,7.5,1690.0,50.0,NaN,Drama,The story of college students and their realization of first love as they meet new friends.,NaN,"Tae-oh Kang, Ji Soo, Chae-Yeon Jung, Jung Jinyoung",Movie,Released
My Friend Rockefeller,2015.0,6.2,677.0,86.0,NaN,"Documentary, Biography, Crime","Portrait of Christian Gerhartsreiter, who posed as a Rockefeller heir for decades, but who was, in fact, a con artist and a murderer.",Steffi Kammerer,"Christian Karl Gerhartsreiter, Dan Banks, Sandra Boss, Meredith Brucker",Movie,Released
My Heroes Were Cowboys,2021.0,NaN,0.0,NaN,NaN,"Documentary, Short",NaN,Tyler Greco,"Kate Wiltshire, Patrick Wiltshire, Robin Wiltshire",Movie,Released
My Holo Love,2020.0,7.7,1779.0,55.0,NaN,"Drama, Romance, Sci-Fi","A successful woman, who has aphasia and this inability to recognize faces interferes with her social life.",NaN,"Hwang Chan-sung, Yeo-jin Choi, Lee Jeong-eun, Ko Sung-hee",Movie,Released
My Hotter Half,2017.0,4.1,212.0,NaN,NaN,Reality-TV,"It's partner versus partner, as couples compete to make the most smoking selfie in this explosive, nerve-jangling battle of hotness.",NaN,"Melvin Odoom, Charley Clark, Can Somer",Series,Ongoing
My Husband Oh Jak-doo,2018.0,5.9,191.0,70.0,NaN,"Drama, Romance",NaN,NaN,"Kang-woo Kim, Kim You-Jin, Sang-Hoon Jung, Min-sik Kim",Movie,Released
